Name
C. Oliveira Souza
Eber Bessa
Daniel Amora
Carlinhos
Fernando
Nathan Otávio
Thiago Carleto
Murilo Freitas
Edsinho Torres
Platiny
Flávio Rebeilo
Kalindi
Daguinho Parrela
Ademilson
Jorginho
Rodrigo
Rogério
Bernardo Motinho
Milton Menceiros
Luisinho
Bruno Gallo
Felipe
Matheus
Eltson Marques
Magno
Allan
Caio Tafarell
Luciano Cacheira
Sandeiro Leal
Gustavo Cascardo
Roldão Riso
Renatao Baumer
Carvamelinho
Jaimosa Cavaco
Leandrinho
Anderson Lopes
Lucas Galvão
Ricardo Lopes
Fernando Karanga
Paulo Fajarda
Rafael Costa
Sandro Maceira
Farley
Alson Botelho
Arthur Caike
Wellington
Lucas Tagliapietra
Crislan
Antonaldo Laforte
Paulo Daineiro
Ever Sineiro
Kanu
Felipe Pires
Renato Rochela
Diego Barcelos
Rômulão Selva
Igor Rossi
Auro
Negueba
Kaíque Mutto
Ailton Cardenhas
João Victor
Niltinho
Paulinho
Nicolas
Auremir
Cláudio Falcão
Helton Leite
Sergio Santos
Bruno Brígido
Jonaldo Monteiro
Júlio César
Felipe Silva
Felipe Macedo
Matheus Reis
Jhonatan
Emidio Hoffman
Césario Figueirido
César
Willian Rocha
Muralha
Gabrielzinho
Vágner Norteiro
Kaio Pantaleão
Mauriçio Clerez
Márcio Velinha
Carlinhos
Jorgino Baumer
Fredinho Mutto
Macedo
Adrián Maideira
Daniel Mestrança
Davide Eustáquio
Jonaldo Santoso
Anselmo Meirás
Marquinhos Pedroso
Guilherme Lazaroni
Nosberto Vila
Thiago Martins
Eder Pinhanços
Lucas Medeirão
Kauã Zanson
André Luís
Dener Rolim
Fábio
Felipe Curcio
Jadson Castrelo
Adão Salvadaldo
Charles
Baraka
Léo Silva
Lucas Venuto
Kaio Figueiras
Rafinha
L. Chiaretti
Freddy Cardouso
Vinícius
Adão Morrinhos
Heitor Mutto
Arthur Silbeira
Eduardo Neto
Enzio Julião
Roberson
Jessé Ferdeira
Vitor Costa
Leonardo
Everaldo
Nixon
Ataúlfo Anjos
Helito Caldeira
Edgar
Eduardo Henrique
Bruno Perone
Ibson
Wellington
Tomás Nuninho
Ramon Lopes
Fepe Avedo
Mateus Tangil
Yago
Traeira Lopes
Paulo Henrique
Welliton Helmes
Felipe Saad
Luan Peres
Fred Soidares
Breno Laranjeiro
Assis
Claytisco Branco
Melvin Regalito
Wilsson Rosito
Éverton Luiz
Chris Farminhão
Romário
João Carlos
Naldo
Welson Leima
Renan Tojeiras
Nuno Cedrim
Estevãtinho
Alan Schons
Accioly
Matheus Índio
Lucas Fernandes
Fernando Andrade
Frederico Rendel
Alex Doneiro
Gustavo Pastinho
Claudio Silbeiro
Venanzio Meirás
João Pedro
Jaílson
Leandro
Alemão
Jorge Fellipe
Neris
Rafael de Aseiro
Adaílton
Ícaro
Cesinha
André Bahia
Kaio Aldair
Alemão
Diego Maurício
Ribamar
Jhonnattann
Ibson Melo
Cleylton
Ilsinho
Lucas
Neto Borges
Evander
Jadson
João Gabriel
Josimar Feijoo
Jailson Acuna
Júnior Negão
Narcisso Mau
Fabio
Nazario Serpe
Botelhinonsa
Edenildo Lagoas
Ricardinho
Stéfano Pinho
Alan Sousa
Jajá
Freire
Lorenzao Masca
Euller
Fábinho
Danilo Sacrio
Emílio Trevões
Flávio Triginho
Magno Novaes
Dilson Calegari
Gabriel
Eduardo
Ever Rodeiro
Raphael Doninho
Daniel Fuzato
Kauã Reisende
Augusto César
Lucas
Luis Marleiro
Milton Raphael
Jonatan Lucca
Crysan
Dyjan Azevedo
Michel Douglas
Teixeira José
Benjamin Muscato
Marquinhos Cipriano
Henrique Jardinel
Marcão
Matheus Jesus
Paulito Zanon
Henrique
Sidnei Dalmeira
Vítor Tormena
Kaká
Raphael Silva
Bruno Gomes
Aloísio
Evandro
Ronan
Paulo Otávio
Marcelo Vildeia
Nito Carbelho
Everton
Maicon
Nathan
Júnior Tavares
Peixotacinho
Mateus Couteira
Marcel
Vasquão Junior
Claudio Mouria
Cidinho
Marcelo Freitas
Joaninho Chagas
Mairdel Sampaio
Allef
Bruno Silva
Tiago Marques
Lucas França
Leonardo Freijão
Adrián Rocheira
Vagnão Junior
Iuliano Alfaro
Jean Carlos
Juli Morrinhos
Dêniro Prestes
Dillson Teixeiro
Junio
Igor
Thiago Xavier
Leonardo
Raí
Léo Príncipe
Perceval Acunha
Nelson Freitosa
Brandão
Gabriel Nunes
Sander Asevedo
Paulo Vítor
Neto
Carlos Travisso
Josi Mouraldo
Luis Paezinho
Maicon Sampinho
A. Empereur
Fabiem Jardim
André Luis Neitzke
Rafhael Lucas
Felipe Soldivia
Rafaelson
PC
Carlos Miguel
Luan
Caio César
Maximiano
Wanderson
Paulo Vitor
Bruno Michel
Túlio Nevinha
Murilo Mendes
Thallyson
Pepê
Klauss
Vinicius
Fachendinho
Yago
Tiagildo Serra
André Anderson
Hélton Carvalhal
Elbis
Vitinho
João Lopes
Lucas Rodrigues
Ricardo Friedrich
Jose
Álex Dos Santos
Marcus Vinícius
Hiago
Diego Ferraresso
Rafael Zuchi
A. Santos
Caio Marcelo
Ramón
Mello
Fernando Costanza
Fabio
Philippe
Gianluca Zanette
Strefezza
Lucas Ribeiro
Felipe Ferreyra
Nicolas Firmino
